Processes ubuntu,Runnable,Blocked,pswitch,syscall,read,write,fork,exec,sem,msg
2024-03-26 16:17:07,5,0,722.4,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:17:09,5,0,845.8,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:17:11,5,0,825.3,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:17:13,5,0,747.9,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:17:15,5,0,906.2,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:17:17,5,0,839.3,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:17:19,5,0,712.4,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:17:21,5,0,900.2,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:17:23,5,0,808.8,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:17:25,5,0,837.7,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:17:27,5,0,850.3,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:17:29,5,0,518.6,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:17:31,5,0,900.7,-1.0,-1.0,-1.0,5.0,-1.0,-1.0,-1.0
2024-03-26 16:17:33,5,0,1088.6,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:17:35,5,0,786.8,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:17:37,5,0,811.2,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:17:39,5,0,877.2,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:17:41,5,0,874.6,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:17:43,5,0,979.1,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:17:45,5,0,858.3,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:17:47,5,0,908.2,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:17:49,5,0,928.2,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:17:51,5,0,858.8,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:17:53,5,0,830.8,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:17:55,5,0,926.7,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:17:57,5,0,1096.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:17:59,5,0,780.9,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:18:01,6,0,977.2,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:18:03,5,0,921.2,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:18:05,5,0,902.6,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:18:07,5,0,1000.5,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:18:09,5,0,1120.9,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:18:11,5,0,986.7,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:18:13,5,0,925.6,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:18:15,5,0,992.1,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:18:17,5,0,745.4,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:18:19,5,0,929.2,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:18:21,5,0,813.8,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:18:23,5,0,605.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:18:25,5,0,695.3,-1.0,-1.0,-1.0,5.0,-1.0,-1.0,-1.0
2024-03-26 16:18:27,5,0,1053.3,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:18:29,5,0,954.2,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:18:31,5,0,885.8,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:18:33,5,0,1110.6,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:18:35,5,0,786.8,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:18:37,5,0,910.7,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:18:39,5,0,958.2,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:18:41,5,0,919.7,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:18:43,5,0,920.7,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:18:45,5,0,1021.1,-1.0,-1.0,-1.0,0.5,-1.0,-1.0,-1.0
2024-03-26 16:18:47,5,0,754.3,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:18:49,5,0,999.2,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:18:51,5,0,987.7,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:18:53,5,0,944.7,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:18:55,5,0,1097.6,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:18:57,5,0,1024.5,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:18:59,5,0,810.3,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:19:01,5,0,869.8,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:19:03,5,0,925.3,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:19:05,5,0,973.2,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:19:07,5,0,999.2,-1.0,-1.0,-1.0,0.5,-1.0,-1.0,-1.0
2024-03-26 16:19:09,5,0,902.1,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:19:11,5,0,929.2,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:19:13,5,0,853.6,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:19:15,5,0,1000.1,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-26 16:19:17,5,0,736.2,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
