Processes raspberrypi,Runnable,Blocked,pswitch,syscall,read,write,fork,exec,sem,msg
2024-03-31 22:27:33,5,0,308.8,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:27:35,5,0,123.9,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:27:37,5,0,236.4,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:27:39,5,0,269.7,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:27:41,5,0,229.9,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:27:43,5,0,345.8,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:27:45,5,0,199.4,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:27:47,5,0,275.8,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,-1.0
2024-03-31 22:27:49,5,0,310.3,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:27:51,5,0,213.4,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:27:53,5,0,327.3,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:27:55,5,0,300.3,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:27:57,5,0,239.3,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:27:59,5,0,298.3,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:28:01,5,0,352.6,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:28:03,5,0,214.6,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:28:05,5,0,285.3,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:28:07,5,0,292.8,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:28:09,5,0,281.8,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,-1.0
2024-03-31 22:28:11,5,0,321.8,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:28:13,5,0,264.3,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:28:15,5,0,259.4,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:28:17,5,0,328.6,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:28:19,5,0,251.8,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:28:21,5,0,253.8,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:28:23,5,0,290.2,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:28:25,5,0,226.9,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:28:27,5,0,246.6,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:28:29,5,0,340.3,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:28:31,5,0,239.8,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:28:33,5,0,345.8,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,-1.0
2024-03-31 22:28:35,5,0,314.8,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:28:37,5,0,233.2,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:28:39,5,0,285.4,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:28:41,5,0,254.4,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:28:43,5,0,310.3,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:28:45,5,0,249.9,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:28:47,5,0,301.3,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:28:49,5,0,266.8,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:28:51,5,0,297.3,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:28:53,5,0,273.9,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:28:55,5,0,278.8,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,-1.0
2024-03-31 22:28:57,5,0,144.4,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:28:59,5,0,228.9,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:29:01,5,0,267.5,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:29:03,5,0,149.9,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:29:05,5,0,228.9,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
2024-03-31 22:29:07,5,0,271.3,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
